type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
Movie,Wish You,Sung Do-Jun,"Kang In-Soo, Lee Sang, Soo-Bin",South Korea,15-Jan-21,2021,TV-PG,102 Min,"Dramas, International Movies, Lgbtq Movies","Singing And Dreaming Together, A Talented Singer-Songwriter And A Same-Aged Keyboardist Add Harmony And Love To Each Other’S Lives."
Movie,Tarung Sarung,Archie Hekagery,"Panji Zoni, Yayan Ruhian, Maizura, Cemal Farukh, Imelda Therinne, Surya Saputra, Jarot Superdj, Doyok Superdj, Hajra Romessa, Annette Edoarda",Indonesia,31-Dec-20,2020,TV-PG,116 Min,"Action & Adventure, Dramas, Faith & Spirituality","Wealthy And Spoiled, A Young Man Finds Something To Fight For When He Falls In Love With An Environmental Activist Protesting His Family'S Business."
Movie,Mukhsin,Yasmin Ahmad,"Mohd Syafie Naswip, Sharifah Aryana, Sharifah Aleya, Adibah Noor, Irwan Iskandar, Sallehuddin Abu Bakar",Malaysia,18-Dec-20,2006,TV-PG,98 Min,"Children & Family Movies, Comedies, Dramas","When Young Mukhsin Arrives In A New Town, 10-Year-Old Tomboy Orked Adopts Him As Her New Best Friend, And The Two Develop A Touching Friendship That Begins To Spill Over Into The Inklings Of First Love."
Movie,Rabun,Yasmin Ahmad,"M. Rajoli, Kartina Aziz, Rozie Rashid, Irwan Iskandar, Noor Khiriah, Hafiz Ibrahim",Malaysia,18-Dec-20,2004,TV-PG,85 Min,"Dramas, Independent Movies, International Movies","A Free-Spirited Couple Leave The City To Retire In The Country. But When They'Re Swindled By A Relative, Life In The Countryside Loses Its Luster."
Movie,André & His Olive Tree,Josiah Ng,André Chiang,Singapore,08-Dec-20,2020,TV-PG,104 Min,"Documentaries, International Movies","As He Prepares To Close His Restaurant, Michelin-Starred Chef André Chiang Embarks On A Personal And Emotional Journey Of Reflection."
Movie,Finding Agnes,Marla M. Ancheta,"Jelson Bay, Sue Ramirez, Sandy Andolong, Roxanne Guinoo, Cheska Iñigo, Hannah Ledesma, Yuan Francisco, Raffa Esplana, Varoon Kessop",Philippines,30-Nov-20,2020,TV-PG,106 Min,"Dramas, International Movies","On An Emotional Journey In Morocco, An Entrepreneur Pieces Together The Turbulent Life Of His Estranged Mother And Meets Her Adopted Daughter."
Movie,Fantastica,Barry Gonzalez,"Vice Ganda, Richard Gutierrez, Dingdong Dantes, Bela Padilla",Philippines,26-Nov-20,2018,TV-PG,114 Min,"Comedies, International Movies, Lgbtq Movies",The Owner Of A Struggling Carnival Starts Putting On Small-Time Shows To Save His Wonderland As An Old Friend Asks For Help With A Magical Mission.
Movie,Shawn Mendes: Live In Concert,Paul Dugdale,Shawn Mendes,"United Kingdom, United States",25-Nov-20,2020,TV-PG,87 Min,Music & Musicals,"In His Hometown Of Toronto, Shawn Mendes Pours His Heart Out On Stage With A Live Performance In A Stadium Packed With Adoring Fans."
Movie,Ainu Mosir,Takeshi Fukunaga,"Kanto Shimokura, Debo Akibe, Emi Shimokura, Toko Miura, Lily Franky","United States, Japan",17-Nov-20,2020,TV-PG,84 Min,"Dramas, International Movies",A Sensitive Ainu Teen Searches For A Spiritual Connection With His Recently Deceased Dad While Navigating His Indigenous Identity In A Changing World.
Movie,The Beginning Of Life 2: Outside,Renata Terra,,Brazil,13-Nov-20,2020,TV-PG,92 Min,"Documentaries, International Movies","As Urbanization Expands Throughout Society, This Documentary Discusses The Value Of Finding Ways For Children To Forge Real Connections With Nature."
Movie,Christmas With A Prince,Justin G. Dyck,"Kaitlyn Leeb, Nick Hounslow, Josh Dean, Melinda Shankar, Liam Macdonald, Ilamaria Ebrahim, Charles Shaughnessy, Julia Baldwin",Canada,04-Nov-20,2018,TV-PG,86 Min,"Comedies, Dramas, Romantic Movies",A Dedicated Pediatrician Reconsiders Her Feelings For A Carefree Prince As He Secretly Recovers From A Ski Accident Alongside Her Young Patients.
Tv Show,Afronta! Facing It!,Juliana Vicente,"Loo Nascimento, Ingrid Silva, Rincon Sapiência, Batekoo, Gabriel Martins, Benjamin Abras, Daniele Damata, Tasha & Tracie Okereke, Mariana De Matos, André Novais, Mahal Pita, Grace Passô, Thamyra Thâmara, Xenia França, Criola, Dani Ornellas, Anelis Assumpção, Magá Moura, Tássia Reis, Liniker, Yasmin Thayná, Raquel Virgínia, Juliana Luna, Erica Malunguinho, Diane Lima, Karol Conká",Brazil,31-Oct-20,2017,TV-PG,1 Season,"Docuseries, International Tv Shows","This Docuseries Spotlights Afro-Brazilian Thinkers Sharing Their Individual Journeys And Discussing Representation, Entrepreneurship And Community."
Movie,Brave Blue World: Racing To Solve Our Water Crisis,Tim Neeves,"Liam Neeson, Matt Damon, Jaden Smith","Canada, United Kingdom",21-Oct-20,2020,TV-PG,51 Min,"Documentaries, International Movies","From Reuse To Energy Generation, New Innovations Across Five Continents Are Explored In This Documentary About Building A Future For Sustainable Water."
Movie,Kartini: Princess Of Java,Hanung Bramantyo,"Dian Sastrowardoyo, Ayushita, Acha Septriasa, Deddy Sutomo, Christine Hakim, Djenar Maesa Ayu, Denny Sumargo, Adinia Wirasti, Reza Rahadian","Indonesia, Netherlands",15-Oct-20,2017,TV-PG,118 Min,"Dramas, International Movies",A Woman Of Nobility Battles Patriarchal Norms In Order To Improve Educational Access For Women In Early 1900S Indonesian Society.
Movie,All Because Of You,Adrian Teh,"Hairul Azreen, Janna Nick, Amerul Affendi, Henley Hii, Nam Ron, Theebaan Govindasamy, Taufiq Hanafi, Hafizul Kamal, Josiah Hogan, Sophia Albarakbah, Sugeeta Chandran, Anna Jobling",Malaysia,01-Oct-20,2020,TV-PG,102 Min,"Action & Adventure, Comedies, International Movies","After Falling For A Guest, An Unsuspecting Hotel Staff Becomes Embroiled In A Hostage Scheme And Discovers True Love In An Unlikely Place."
Movie,Baxu And The Giants,Florian Schott,"Camilla Jo-Ann Daries, Wafeeq Narimab, Anna Louw, Steven Afrikaner, Ashwyn Mberi, Robert Hara Gaeb",Namibia,30-Sep-20,2019,TV-PG,29 Min,"Dramas, International Movies",A Young Girl Grows Increasingly Concerned About The Rhino Poaching In Her Village When It Begins To Directly Impact Her Impoverished Family.
Movie,Dtc Yukemuri Junjo Hen From High & Low,Norihisa Hiranuma,"Kenjiro Yamashita, Kanta Sato, Taiki Sato, Masayasu Yagi, Kousei Amano, Miu Arai, Taro Suruga, Yuko Fueki, Tomoki Hirose, Ryo Matsuda, Masaru Mizuno, Shunsuke Tanaka, Fumihiko Tachiki, Eri Murakawa, Katsuya Kobayashi",Japan,20-Sep-20,2018,TV-PG,102 Min,"Dramas, International Movies","Dan, Tettsu And Chiharu Leave The Battles Of The Sword District Behind For A Carefree Road Trip Adventure And End Up Working In A Hot Spring Resort."
Movie,Hope Frozen: A Quest To Live Twice,Pailin Wedel,,"Thailand, United States",15-Sep-20,2020,TV-PG,80 Min,"Documentaries, International Movies","A Thai Scientist And His Family Decide To Cryonically Freeze Their Cherished, Dying Toddler. This Heartfelt Documentary Follows Their Journey."
Movie,Ave Maryam,Ertanto Robby Soediskam,"Maudy Koesnaedi, Chicco Jerikho, Tutie Kirana, Olga Lydia, Joko Anwar, Nathania Angela Widjaja, Sendy Febrina, Suhartini, Atie Krisnawati, Ratnawati Sutandar, Ninik Winarni Utomo",Indonesia,03-Sep-20,2018,TV-PG,73 Min,"Dramas, Independent Movies, International Movies",A Devoted Nun Who Cares For Her Elder Sisters Must Choose Between Upholding Her Vows Or Pursuing Her Forbidden Feelings For A Fascinating Pastor.
Movie,Children Of The Sea,Ayumu Watanabe,"Mana Ashida, Hiiro Ishibashi, Seishu Uragami, Win Morisaki, Goro Inagaki, Yu Aoi, Toru Watanabe, Min Tanaka, Sumiko Fuji","Japan, United States",01-Sep-20,2019,TV-PG,112 Min,"Anime Features, International Movies","Ruka Spends Her Summer At The Aquarium, Where She’S Drawn Into An Enigmatic Aquatic Event Alongside Two Mysterious Boys Raised In The Ocean."
Movie,Meet The In-Laws,Niyi Akinmolayan,"Adeniyi Johnson, Tina Mba, Dele Odule, Lilian Esoro, Amaechi Muonagor, Blessing Onwukwe, Dayo Amusa, Kenneth Okolie",Nigeria,18-Aug-20,2017,TV-PG,75 Min,"Comedies, Dramas, International Movies","When Their Respective Parents Oppose Their Union, A Newly Engaged Couple Learns That The Reasons For Pushback Run Deeper Than Just Tribal Differences."
Movie,Crazy Awesome Teachers,Sammaria Sari Simanjuntak,"Gading Marten, Dian Sastrowardoyo, Faradina Mufti, Boris Bokir, Kevin Ardilova, Shakira Jasmine, Asri Welas, Arswendi Bening Swara, Kiki Narendra, Ibnu Jamil",Indonesia,17-Aug-20,2020,TV-PG,102 Min,"Comedies, Dramas, International Movies","When Staff Salaries Get Stolen At His School, A Reluctant New Teacher Sets Out To Recoup The Money And Soon Discovers The Joys Of Teaching."
Movie,Islands Of Faith,Chairun Nissa,,Indonesia,17-Aug-20,2018,TV-PG,88 Min,"Documentaries, Faith & Spirituality, International Movies","Through The Lens Of Faiths And Cultures In Seven Provinces In Indonesia, This Documentary Follows Individuals Who Strive To Address Climate Change."
Movie,Nasha Natasha,Martín Sastre,Natalia Oreiro,Uruguay,06-Aug-20,2020,TV-PG,72 Min,"Documentaries, International Movies, Music & Musicals",Concert And Behind-The-Scenes Footage Capture Life On Tour For Uruguayan Sensation Natalia Oreiro As She Performs For Packed Crowds Throughout Russia.
Movie,The Letter Reader,Sibusiso Khuzwayo,"Bahle Mashinini, Nomalanga Shabane, Andile Gumbi, Nokuthula Mazibuko",South Africa,23-Jul-20,2019,TV-PG,30 Min,"Dramas, International Movies",A Young Boy From Johannesburg Arrives In Kwazulu-Natal And Begins To Read Letters For Villagers — Then Falls In Love With One Of The Recipients.
Movie,The Royal Hibiscus Hotel,Ishaya Bako,"Zainab Balogun, Kenneth Okolie, Deyemi Okanlawon, Joke Silva, Olu Jacobs, Jide Kosoko, Rachel Oniga, Kemi Lala Akindoju, Ini Dima-Okojie, Toni Tones",Nigeria,22-Jun-20,2017,TV-PG,90 Min,"Comedies, International Movies, Romantic Movies",A Disenchanted Chef Tries To Help Her Parents Restore Their Failing Hotel But Cooks Up Feelings For An Investor With His Sights Set On The Property.
Movie,A Whisker Away,"Junichi Sato, Tomotaka Shibayama","Mirai Shida, Natsuki Hanae, Hiroaki Ogi, Koichi Yamadera, Minako Kotobuki, Susumu Chiba, Ayako Kawasumi, Sayaka Ohara, Daisuke Namikawa",Japan,18-Jun-20,2020,TV-PG,104 Min,"Anime Features, Children & Family Movies, International Movies","A Peculiar Girl Transforms Into A Cat To Catch Her Crush'S Attention. But Before She Realizes It, The Line Between Human And Animal Starts To Blur."
Movie,What'S Up?,Izidore K. Musallam,"Hisham Abdulrahman, Turki Al-Yusuf, Mais Hamdan, Khaled Sami, Mishal Al-Mutairi, Hind Muhamed","Saudi Arabia, United Arab Emirates",02-Jun-20,2006,TV-PG,95 Min,"Comedies, Dramas, International Movies","Flirting With Modernity, A Young Woman Must Keep Her New Romance A Secret From Her Conservative Brother, Who Plans To Keep Her In Line With Tradition."
Movie,Kalek Shanab,Hani Al-Shaibani,"Saad Abdullah, Mohamed Alkendi, Ammar Rahma, Maria Khan, Msabeh Bin Hashim, Hani Abd Al Ghani, Zayed Mohammed Mahmoud, Khaled Abdullah",United Arab Emirates,01-Jun-20,2019,TV-PG,80 Min,"Comedies, International Movies","After A Wild Night Of Partying On The Town, Three Buddies Wake Up To Discover They'Ve Caused A Whole Mess Of Trouble — But Can'T Remember How."
Movie,Freej Al Taibeen,Ahmed Zain,"Ali Al Shehhi, Huda Al Ghanim, Muhammed Murshed, Yaser Alneyadi, Khaled Al-Nuaimi, Nasser Al-Dhahnani, Nawal Chamoun, Iman Husein",United Arab Emirates,29-May-20,2018,TV-PG,99 Min,"Comedies, Dramas, International Movies","Local Rivals Gear Up To Compete In A Traditional Game That Tests Their Physical Strength And Endurance, But Complications Disrupt Their Training."
Movie,The Witness Who Didn'T See Anything,"Muhammad Fadl, Hany Motawie","Adel Imam, Nahed Gabr, Omar El-Hariri, Nazim Sharawy, Badr Nofal, Saeed Tarabeek, Hala Fakher, Samir Waley Eldein, Sami Gawhar, Shawqi Shamekh, Nasr Seif",Egypt,21-May-20,1976,TV-PG,157 Min,"Comedies, International Movies","Pressured By Cops Into Testifying As An Eyewitness To A Neighbor'S Murder, A Children'S Tv Host Takes On A New Persona After The Trial."
Movie,Either Me Or My Auntie,Saeed Hamed,"Mohamed Henedi, Donia Samir Ghanim, Hassan Hosny, Fadia Abdel Ghany, Alaa Morsy, Lotfy Labib, Nabil Issa, Hatem Jamel, Alaa Zinhom, Hala Sarhan",Egypt,19-May-20,2006,TV-PG,105 Min,"Comedies, International Movies","A Musician'S Marriage Proposal To His Girlfriend Is Denied By Her Mother, Whose Affinity For Magic Begins To Meddle In Their Relationship Even More."
Movie,My Sleeping Lover,Ahmad El-Badri,"Mai Ezz El-Din, Khaled Abol Naga, Hassan Hosny, Marwa Abdel Monem, Moustafa Haridy, Nahla Zaki, Ezzat Abou Aouf, Reda Hamed, Muhammad Qishta",Egypt,19-May-20,2008,TV-PG,93 Min,"Comedies, International Movies","After Undergoing Hypnosis, Ramez Finally Meets The Woman Of His Dreams — But His Vision Of Her Appearance Doesn'T Quite Match Up With Reality."
Movie,Zaki Chan,Wael Ihsan,"Ahmed Helmy, Yasmin Abdulaziz, Hassan Hosny, Hasan Kami",Egypt,19-May-20,2005,TV-PG,109 Min,"Comedies, International Movies, Romantic Movies",An Unqualified Young Man Has His Work Cut Out For Him When He Is Hired As A Rich Girl’S Bodyguard To Keep Her From The Boyfriend Her Dad Disapproves Of.
Movie,Wedy Atkalam,Sadeq Behbehani,"Abdulmohsen Al-Qaffas, Jamal Alradhan, Jassim Al Nabhan, Layla Abdullah, Khaled Al-Buraiki",Kuwait,14-May-20,2018,TV-PG,72 Min,"Comedies, Dramas, International Movies","A Socially Conscious Film Director Struggles With His Career As He Faces Numerous Obstacles, Including His Social Media-Friendly Significant Other."
Movie,Si Doel The Movie,Rano Karno,"Rano Karno, Mandra Naih, Cornelia Agatha, Maudy Koesnaedi, Aminah Tjendrakasih, Suty Karno, Salman Alfarizi, Adam Jagwani",Indonesia,07-May-20,2018,TV-PG,86 Min,"Dramas, International Movies","Fourteen Years After The Woman He Loved Left Him, A Married Man Ventures To Amsterdam To Find Her But Must Decide Where His Heart Lies."
Movie,Ek?i Elmalar,Y?lmaz Erdo?an,"Y?lmaz Erdo?an, Farah Zeynep Abdullah, Songül Öden, ?ükran Oval?, Devrim Yakut, ?ükrü Özy?ld?z, Fatih Artman, Cezmi Bask?n, Caner Cindoruk, Ersin Korkut",Turkey,29-Apr-20,2016,TV-PG,109 Min,"Dramas, International Movies","In An Eastern Turkish Town, Suitors Knock On The Door Of The Mayor And Father Of Three Beautiful Daughters Who Choose To Follow Their Own Paths."
Movie,Violet Evergarden: Eternity And The Auto Memory Doll,Haruka Fujita,"Yui Ishikawa, Minako Kotobuki, Aoi Yuki",Japan,02-Apr-20,2019,TV-PG,91 Min,"Anime Features, International Movies, Sci-Fi & Fantasy",A Lonely Young Woman Feels Trapped At Her All Girls' School. But Metal Hands And Heartfelt Letters Warm Her Heart When Violet Becomes Her Tutor.
Movie,Go Karts,Owen Trevor,"William Lodder, Anastasia Bampos, Darius Amarfio-Jefferson, Richard Roxburgh, Frances O'Connor, Dan Wyllie, Cooper Van Grootel, Damian De Montemas, Adam T. Perkins",Australia,13-Mar-20,2020,TV-PG,103 Min,"Children & Family Movies, Dramas","A Fearless Teen Leans Into The Rush Of High-Speed Go-Kart Racing, Backed By Good Friends — And A Surly Ex-Driver Who Becomes His Coach."
Movie,Sitara: Let Girls Dream,Sharmeen Obaid-Chinoy,,"Pakistan, United States",08-Mar-20,2020,TV-PG,16 Min,"Children & Family Movies, Dramas","In This Silent Short Set In 1970S Pakistan, 14-Year-Old Pari Longs To Be A Pilot, Unaware That Her Father Plans To Marry Her Off To A Much Older Man."
Movie,93 Days,Steve Gukas,"Bimbo Akintola, Somkele Iyamah, Danny Glover, Gideon Okeke, Seun Kentebe, Keppy Ekpenyong, Zara Udofia Ejoh, Bimbo Manuel, Patrick Diabuah, Tina Mba, Alastair Mackenzie, Tim Reid",Nigeria,05-Mar-20,2016,TV-PG,121 Min,"Dramas, International Movies, Thrillers",Heroic Health Workers Fight To Contain An Ebola Outbreak When A Patient Arrives In Lagos With Symptoms Of The Deadly Virus. Based On A True Story.
Movie,Pretville,Linda Korsten,"Marlee Van Der Merwe, Eugene Jensen, Marno Van Der Merwe, Lizelle De Klerk, Steve Hofmeyr, Sanet Ackermann, Terence Bridgett, Annette Engelbrecht, Rina Nienaber, Lizz Meiring",South Africa,20-Feb-20,2012,TV-PG,95 Min,"Comedies, International Movies, Music & Musicals",A Farm Boy And A Greaser Pluck At The Heartstrings Of Their Town'S Most Beloved Daughter While Her Mom Faces Old Feelings When A Pop Star Comes Home.
Movie,Untamed Romania,Tom Barton-Humphreys,,"Romania, United Kingdom",20-Feb-20,2018,TV-PG,93 Min,"Children & Family Movies, Documentaries, International Movies",This Documentary Explores How The Legendary Creatures Of Romania'S Vast Wilderness Roam Free Yet Endure The Ever-Changing Seasons.
Movie,Liefling,Brian Webber,"Lika Berning, Bobby Van Jaarsveld, Marlee Van Der Merwe, Sonja Herholdt, Elize Cawood, Rouel Beukes, Kevin Leo, Paul Du Toit, Sylvaine Strike",South Africa,14-Feb-20,2010,TV-PG,118 Min,"Comedies, International Movies, Music & Musicals","An Adventure-Loving Young Woman Catches The Attention Of A Handsome Beau In This Musical Celebration Of Love, Friends And Fate."
Movie,Dragon Quest Your Story,"Takashi Yamazaki, Ryuichi Yagi, Makoto Hanafusa","Takeru Sato, Kasumi Arimura, Haru, Kentaro Sakaguchi, Takayuki Yamada, Kendo Kobayashi, Ken Yasuda, Arata Furuta, Suzuki Matsuo, Koichi Yamadera, Arata Iura, Chikako Kaku, Kotaro Yoshida",Japan,13-Feb-20,2019,TV-PG,103 Min,"Action & Adventure, Anime Features, Children & Family Movies",Luca Follows In His Father'S Footsteps To Rescue His Mother From Evil Ladja. Finding The Heavenly Hero Who Wields The Zenithian Sword Is His Only Hope.
Movie,French Toast,"Paul Krüger, Anél Stolp","Lika Berning, Thierry Ballarin, Deon Lotz, Heléne Lombard, Paul Du Toit, Roberta Fox, Trudi Conradie, Rod Alexander, Lochner De Kock, Tony Caprari",South Africa,12-Feb-20,2015,TV-PG,86 Min,"Comedies, International Movies, Romantic Movies","With Only Her Mother'S Diary And A Locket As Clues, A South African Woman Travels To Paris In Search Of The Long-Lost Sibling She Never Knew She Had."
Movie,Road To Roma,Andres Clariond,,Mexico,11-Feb-20,2020,TV-PG,73 Min,"Documentaries, International Movies","Director Alfonso Cuarón Reflects On The Childhood Memories, Period Details And Creative Choices That Shaped His Academy Award-Winning Film ""Roma."""
Movie,Breaking The Bank,Vadim Jean,"Kelsey Grammer, Tamsin Greig, John Michael Higgins, Mathew Horne, Pearce Quigley, Togo Igawa, Sonya Cassidy, Julie Dray, Danny Morgan, Andrew Sachs",United Kingdom,01-Jan-20,2014,TV-PG,105 Min,"Comedies, International Movies",Bank Chairman Charles Bunbury – Who Knows Next To Nothing About Banking – Fights To Save Both His Company And His Marriage From Disaster.
Movie,Fireworks,"Akiyuki Shinbo, Nobuyuki Takeuchi","Yuki Kaji, Nobuo Tobita, Michiko Neya, Mitsuru Miyamoto, Fumihiko Tachiki, Shintaro Asanuma, Takahiro Sakurai, Kana Hanazawa, Toshiyuki Toyonaga, Suzu Hirose, Shinichiro Miki, Mamoru Miyano, Takako Matsu, Masaki Suda",Japan,25-Dec-19,2017,TV-PG,91 Min,"Anime Features, Romantic Movies","Middle Schooler Nazuna Desperately Wants To Run Away With Her Classmate Norimichi, Who Somehow Turns Back Time On This Fateful Summer'S Day."
Movie,Lost In London,Sunkanmi Adebayo,"Ime Bishop Umoh, Alexx Ekubo, Stanley Chibunna, Ella Betts, Adi Lev, Kemi Olofinmakin",Nigeria,21-Dec-19,2017,TV-PG,86 Min,"Comedies, International Movies","Nigerian Students Okon And Bona Experience Culture Shock – Several Shocks, Really – After Being Selected For An Exchange Program In London."
Movie,Iyore,Frank Rajah Arase,"Rita Dominic, Joseph Benjamin, Okawa Shaznay, Paul Obazele, Yemi Blaq, Bukky Wright",Nigeria,20-Dec-19,2015,TV-PG,141 Min,"Dramas, International Movies, Romantic Movies",A Tragic Romance Unfolds During A Teacher'S Lessons On The Benin Empire After They Begin To Mirror Her Love Life When Her Childhood Love Reappears.
Movie,After The Raid,Rodrigo Reyes,,"United States, Mexico",19-Dec-19,2019,TV-PG,25 Min,"Documentaries, International Movies",A Large Immigration Raid In A Small Town Leaves Emotional Fallout And Hard Questions For Its Churchgoers About What It Means To Love Thy Neighbor.
Tv Show,Girls Und Panzer,Tsutomu Mizushima,"Mai Fuchigami, Ai Kayano, Mami Ozaki, Ikumi Nakagami, Yuka Iguchi, Misato Fukuen, Mikako Takahashi, Kana Ueda",Japan,15-Dec-19,2012,TV-PG,1 Season,"Anime Series, International Tv Shows",Miho Nishizumi Tries To Escape Her Family'S Tradition Of Tankery By Enrolling At A New High School. Instead She Gets Back Into The Sport With Friends.
Movie,Wives On Strike: The Revolution,Omoni Oboli,"Uche Jumbo, Omoni Oboli, Sola Sobowale, Chioma Chukwuka-Akpotha, Ufuoma Mcdermott, Odunlade Adekola, Kalu Ikeagwu, Kenneth Okonkwo","United Kingdom, Nigeria",06-Dec-19,2017,TV-PG,93 Min,"Comedies, Dramas, International Movies","After A Woman Is Severely Beaten At Home, Her Strong-Willed Friends Take A Stand Against Their Husbands To Seek Justice For Domestic Abuse Victims."
Movie,Go! The Unforgettable Party,Mauro Scandolari,"Pilar Pascual, José Gimenez Zapiola, Renata Toscano, Santiago Saez, Carmela Barsamian, Paulo Sánchez Lima, Daniel Rosado, Laura Azcurra, Gastón Ricaud, Florencia Benítez, Majo Cardozo",Argentina,15-Nov-19,2019,TV-PG,60 Min,"Children & Family Movies, Music & Musicals","Mía'S Vacation With Her Dad Is Disrupted By The Surprise Arrival Of Lupe, Mercedes, Juanma And Álvaro As Their School Drama Moves Lakeside."
Movie,K-On! The Movie,Naoko Yamada,"Aki Toyosaki, Yoko Hikasa, Satomi Sato, Minako Kotobuki, Ayana Taketatsu, Asami Sanada, Madoka Yonezawa, Chika Fujito, Yoriko Nagata",Japan,15-Nov-19,2011,TV-PG,110 Min,"Anime Features, Music & Musicals",The Seniors In Sakuragaoka High School'S Music Club Live Out The Graduation Trip Of Their Dreams When They Celebrate By Performing In London.
Movie,Big Time Movie,Savage Steve Holland,"Kendall Schmidt, James Maslow, Carlos Penavega, Logan Henderson, Ciara Bravo, Challen Cates, Tanya Chisholm, Stephen Kramer Glickman, Trevor Devall, Christopher Shyer","United States, Canada",02-Nov-19,2012,TV-PG,68 Min,"Children & Family Movies, Comedies, Music & Musicals","Big Time Rush Heads To London For Their First World Tour, But When The Boys' Bags Are Switched, They Get Mixed Up In A Mission To Save The World."
Movie,Hey Arnold! The Jungle Movie,"Raymie Muzquiz, Stu Livingston","Mason Vale Cotton, Benjamin Flores Jr., Francesca Smith, Alfred Molina, Dan Castellaneta, Tress Macneille, Craig Bartlett, Carlos Alazraqui","United States, South Korea, Japan",02-Nov-19,2017,TV-PG,81 Min,"Children & Family Movies, Comedies","When Arnold And His Crew Win A Trip To San Lorenzo, Their Adventure In The Wild Forces Them To Take The Same Risky Path As Arnold'S Missing Parents."
Movie,A 3 Minute Hug,Everardo González,,"Mexico, United States",28-Oct-19,2019,TV-PG,28 Min,"Documentaries, International Movies",This Documentary Captures The Joy And Heartbreak Of Families Separated By The U.S.-Mexico Border Sharing A Short But Bittersweet Reunion In 2018.
Movie,Kids On The Block,Tugçe Soysop,"Selim Bayraktar, Berat Efe Parlar, Esat Polat Güler, Eda Dö?er, Dora Dalg?ç, Taha Sönmezisik, Zeynep Ilgin Çelik, Arda Ta?arcan, Alperen Efe Esmer, ?lknur Külahl?oglu, ?kra Külahl?o?lu",Turkey,04-Oct-19,2019,TV-PG,102 Min,"Children & Family Movies, Comedies","When Their Fun In The Park Is Threatened By A Neighborhood Nagger, A Group Of Friends Declares War To Play Freely On Their Turf."
Movie,Tuna Girl,Mana Yasuda,"Fuka Koshiba, Tom Fujita, Hidetoshi Hoshida, Hiroto Kanai, Ryosuke Yusa, Shuri Tanaka, Chal Inoue, Takashi Taniguchi, Takeshi Masu",Japan,28-Sep-19,2019,TV-PG,90 Min,"Dramas, International Movies",A Clumsy But Cheerful Fisheries Student Struggles To Find Her Place At A Research Institute Renowned For Its Tuna Cultivation. The Work Isn'T Easy.
Movie,Deliha 2,Gupse Özay,"Gupse Özay, Eda Ece, Aksel Bonfil, Derya Alabora, Esin Eden, Hülya Duyar, Ali Çelik, Mert Öner",Turkey,27-Sep-19,2018,TV-PG,102 Min,"Comedies, International Movies","While Chasing Her Dream Of Becoming A Chef, Zeliha Cooks Up Trouble In The Kitchen With Her Wild, Kooky And Unsuspecting Ways."
Movie,Mi Amigo Alexis,Alejandro Fernández Almendras,"Luciano González, Alexis Sánchez, Daniel Muñoz, Ignacia Uribe, Marco Baeza, Manuela Oyarzún, Camilo Carmona, Alejandra Yañez, Lorna Campos, Gustavo Becerra",Chile,30-Aug-19,2019,TV-PG,102 Min,"Children & Family Movies, Comedies, Dramas","When A Young Soccer Fan And His Idol Forge An Unexpected Friendship, The Connection Teaches Them Both Lessons About Life And Their Love Of The Game."
Movie,Mayday Life,Muh Chen,"Mayday, Huang Bo, Tony Leung Ka-Fai","China, Taiwan",23-Aug-19,2019,TV-PG,120 Min,"International Movies, Music & Musicals",Mayday'S Life Tour Concert Unfolds As Five Fading Superheroes Are Summoned To Save The World From An Extraterrestrial Enemy That Detests Sound.
Movie,Anima,Paul Thomas Anderson,Thom Yorke,United Kingdom,27-Jun-19,2019,TV-PG,15 Min,"Dramas, Independent Movies, Music & Musicals","In A Short Musical Film Directed By Paul Thomas Anderson, Thom Yorke Of Radiohead Stars In A Mind-Bending Visual Piece. Best Played Loud."
Movie,Life Overtakes Me,"John Haptas, Kristine Samuelson",,"Sweden, United States",15-Jun-19,2019,TV-PG,40 Min,Documentaries,"In The Grip Of Trauma, Hundreds Of Refugee Children In Sweden Withdraw From Life'S Uncertainties Into A Coma-Like Illness Called Resignation Syndrome."
Movie,Dj Cinderella,Bruno Garotti,"Maísa Silva, Filipe Bragança, Fernanda Paes Leme, Miriam Freeland, Marcelo Valle, Elisa Pinheiro, Sérgio Malheiros, Giovanna Grigio, Bárbara Maia, Letícia Pedro, Kiria Malheiros, Leo Cidade, Matheus Costa, Isabel Fillardis, Selma Lopes",Brazil,14-Jun-19,2019,TV-PG,95 Min,"Children & Family Movies, Comedies","Fiercely Independent And Disillusioned With Love, A Teen Dj Is Determined To Chart Her Own Path, Till A Pop Heartthrob Falls For Her Awesome Mix."
Movie,I Am Mother,Grant Sputore,"Clara Rugaard, Rose Byrne, Hilary Swank, Luke Hawker",Australia,07-Jun-19,2019,TV-PG,114 Min,"International Movies, Sci-Fi & Fantasy, Thrillers","Following Humanity'S Mass Extinction, A Teen Raised Alone By A Maternal Droid Finds Her Entire World Shaken When She Encounters Another Human."
Movie,Rock My Heart,Hanno Olderdissen,"Lena Klenke, Dieter Hallervorden, Emilio Sakraya, Annette Frier, Milan Peschel, Vedat Erincin, Johann Von Bülow, Michael Lott, Hans Martin Stier, Anneke Kim Sarnau",Germany,07-Jun-19,2019,TV-PG,110 Min,"Children & Family Movies, Dramas, International Movies","After An Adventurous Teen With A Heart Defect Bonds With An Unruly Stallion, She Trains To Compete As An Amateur Jockey In A Life-Threatening Race."
